Date/Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather
12/30/2012 12:00,-12.2,-15.7,75,26,48.3,100.91,Mostly Cloudy
12/30/2012 13:00,-12.4,-16.2,73,37,48.3,100.92,Mostly Cloudy
12/30/2012 14:00,-11.8,-16.1,70,37,48.3,100.96,Mainly Clear
12/30/2012 15:00,-11.3,-15.6,70,32,48.3,101.05,Mainly Clear
12/30/2012 16:00,-11.4,-15.5,72,26,48.3,101.15,Mainly Clear
12/30/2012 17:00,-12.1,-15.8,74,28,25,101.26,Mainly Clear
12/30/2012 18:00,-12.6,-16,76,24,25,101.36,Mainly Clear
12/30/2012 19:00,-13.4,-16.5,77,26,25,101.47,Mainly Clear
12/30/2012 20:00,-13.8,-16.5,80,24,25,101.52,Clear
12/30/2012 21:00,-13.8,-16.5,80,20,25,101.5,Mainly Clear
12/30/2012 22:00,-13.7,-16.3,81,19,25,101.54,Mainly Clear
12/30/2012 23:00,-12.1,-15.1,78,28,25,101.52,Mostly Cloudy
12/31/2012 0:00,-11.1,-14.4,77,26,25,101.51,Cloudy
12/31/2012 1:00,-10.7,-14,77,15,25,101.5,Cloudy
12/31/2012 2:00,-10.1,-13.4,77,9,25,101.45,Cloudy
12/31/2012 3:00,-11.8,-14.4,81,6,25,101.42,Mostly Cloudy
12/31/2012 4:00,-10.5,-12.8,83,11,25,101.34,Cloudy
12/31/2012 5:00,-10.2,-12.4,84,6,25,101.28,Cloudy
12/31/2012 6:00,-9.7,-11.7,85,4,25,101.23,Cloudy
12/31/2012 7:00,-9.3,-11.3,85,0,19.3,101.19,Snow Showers
12/31/2012 8:00,-8.6,-10.3,87,4,3.2,101.14,Snow Showers
12/31/2012 9:00,-8.1,-9.6,89,4,2.4,101.09,Snow
"12/31/2012 10:00,-7.4,-8.9,89,4,6.4,101.05,""Snow,Fog"""
12/31/2012 11:00,-6.7,-7.9,91,9,9.7,100.93,Snow
12/31/2012 12:00,-5.8,-7.5,88,4,12.9,100.78,Snow
12/31/2012 13:00,-4.6,-6.6,86,4,12.9,100.63,Snow
12/31/2012 14:00,-3.4,-5.7,84,6,11.3,100.57,Snow
12/31/2012 15:00,-2.3,-4.6,84,9,9.7,100.47,Snow
12/31/2012 16:00,-1.4,-4,82,13,12.9,100.4,Snow
12/31/2012 17:00,-1.1,-3.3,85,19,9.7,100.3,Snow
12/31/2012 18:00,-1.3,-3.1,88,17,9.7,100.19,Snow
12/31/2012 19:00,0.1,-2.7,81,30,9.7,100.13,Snow
12/31/2012 20:00,0.2,-2.4,83,24,9.7,100.03,Snow
12/31/2012 21:00,-0.5,-1.5,93,28,4.8,99.95,Snow
12/31/2012 22:00,-0.2,-1.8,89,28,9.7,99.91,Snow
12/31/2012 23:00,0,-2.1,86,30,11.3,99.89,Snow
